Location,Region,District,Street,Price,Views,Area,Rooms,Floors,Bathrooms,Building_type,Ceiling_height,Condition,Date_added,Date_edited,Date_scraped,Latitude,Longitude,Address,Facilities,Additional_info,url,On_request,Price_sqm,Error,Floor,Storeys,Listing_type,Property_type,Platform_name,Airconditioner,Canalization,Centralheating,Electricity,Gas,Heating,Hotwater,Internet,Irrigation,Sewerage,Water,Water24_7,Attic,Balcony,Basement,Bilateral,Buildingexistence,Closetothebusstation,Elevator,Equipment,Eurowindows,Fence,Fireplace,Furniture,Garage,Gate,Grating,Gym,Heatedfloor,Heater,Highfirstfloor,Irondoor,Laminateflooring,Loggia,Openbalcony,Park,Parking,Parquet,Playground,Roadside,Sauna,Securitysystem,Storageroom,Sunny,Swimmingpool,Tile,Has_view
"Kotayk, Qasakh, Qasakh",Kotayk, Qasakh, Qasakh,3000.0,3163,2560,6,4,3,Stone,2.8,Newly repaired,02.07.2020,02.07.2020,08.05.2022,40.2355256,44.4514419,"9, Վազգեն Սարգսյանի փողոց, Քասախ, Եղվարդի տարածաշրջան, Կոտայքի մարզ, 2415, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Sunny,View,Roadside,Closetothebusstation,Playground,Park",https://myrealty.am/en/house-for-rent/Qasakh/Qasakh/Kotayk/99650,0,,0,,,for rent,house,bars.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1
"Armavir, Paraqar, Paraqar",Armavir, Paraqar, Paraqar,6000.0,3286,1800,7,3,5,Monolit,3.0,Newly repaired,29.06.2020,29.06.2020,08.05.2022,40.1682988,44.4053332,"42, Տիգրան Պետրոսյան փողոց, Փարաքար, Վաղարշապատի տարածաշրջան, Արմավիրի մարզ, 1149, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Grating,Irondoor,Openbalcony,Storageroom,Attic,Basement,Securitysystem,Swimmingpool,Bilateral,Garage,Playground,Park,Gate,Fence,Elevator",https://myrealty.am/en/new-build-house-for-rent/Paraqar/Paraqar/Armavir/99515,0,,0,,,for rent,house,bars.am,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0
"Yerevan, Norq Marash, Armenak Armenakyan St",Yerevan, Norq Marash, Armenak Armenakyan St,2700.0,2963,600,7,2,5,Stone,2.8,Newly repaired,25.06.2020,20.12.2020,08.05.2022,40.1863779,44.5310363,"26, Արմենակ Արմենակյան փողոց, Նորք Մարաշ, Երևան, 0025, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Openbalcony,Tile,Swimmingpool,Sunny,View,Roadside,Closetothebusstation,Garage,Playground,Park,Gate,Fence,Sauna",https://myrealty.am/en/house-for-rent/Armenak+Armenakyan+St/Norq+Marash/Yerevan/99279,0,,0,,,for rent,house,bars.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1
"Yerevan, Center, Aygestan 11 St",Yerevan, Center, Aygestan 11 St,1700.0,2746,250,6,1,2,Stone,2.8,Newly repaired,23.06.2020,20.12.2020,08.05.2022,40.1787012,44.5295405,"219/1, Գևորգ Ջահուկյան փողոց, Կենտրոն, Երևան, 0025, Հայաստան","Water,water24/7,Air-conditioner,Internet,Gas,Heating","Swimmingpool,Fence,Gate,Equipment,Furniture",https://myrealty.am/en/house-for-rent/Aygestan+11+St/Center/Yerevan/101071,0,,0,,,for rent,house,bars.am,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Yerevan, Center, Praha St",Yerevan, Center, Praha St,1000.0,4258,400,5,1,1,Stone,2.8,Newly repaired,02.09.2017,22.04.2021,08.05.2022,40.1753009,44.4925373,"36, Պրագայի փողոց, Կիլիկիա, Կենտրոն, Երևան, 0082, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Grating,Irondoor,Loggia,Tile,Parquet,Swimmingpool,Sunny,View,Roadside,Closetothebusstation,Parking,Garage,Playground,Gate,Fence,Highfirstfloor",https://myrealty.am/en/house-for-rent/Praha+St/Center/Yerevan/43986,0,,0,,,for rent,house,bars.am,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1
"Yerevan, Arabkir, Azatutyan Ave",Yerevan, Arabkir, Azatutyan Ave,1650.0,7293,700,6,2,3,Monolit,2.8,Newly repaired,19.08.2017,23.12.2019,08.05.2022,40.2035369,44.5238404,"13/1, Ազատության պողոտա, Արաբկիր, Երևան, 0014, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Swimmingpool,Sunny,View,Closetothebusstation,Parking,Gate,Fence",https://myrealty.am/en/new-build-house-for-rent/Azatutyan+Ave/Arabkir/Yerevan/43543,0,,0,,,for rent,house,bars.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
"Yerevan, Malatia-Sebastia, Sebastia St",Yerevan, Malatia-Sebastia, Sebastia St,1700.0,6348,600,6,4,4,Stone,3.0,Good,19.08.2017,23.12.2019,08.05.2022,40.1686452,44.457492,"Սեբաստիայի փողոց, Մալաթիա-Սեբաստիա, Երևան, 0032, Հայաստան","Water,water24/7,Electricity,Centralheating,Air-conditioner,Internet,Hotwater,Gas,Heating","Parking,Closetothebusstation,View,Sunny,Tile,Eurowindows,Openbalcony,Equipment,Furniture,Swimmingpool",https://myrealty.am/en/new-build-house-for-rent/Sebastia+St/Malatia-Sebastia/Yerevan/43542,0,,0,,,for rent,house,bars.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
"Yerevan, Vahagni district, Vahakni District",Yerevan, Vahagni district, Vahakni District,4000.0,6680,500,5,2,3,Monolit,2.8,Good,19.08.2017,28.05.2021,08.05.2022,40.2149231,44.4516989,"Նեմրութի փողոց, Վահագնի թաղամաս, Աջափնյակ, Երևան, 0088, Հայաստան","Water,water24/7,Electricity,Centralheating,Air-conditioner,Internet,Hotwater,Gas,Heating","Grating,Securitysystem,Closetothebusstation,View,Sunny,Tile,Eurowindows,Openbalcony,Equipment,Furniture",https://myrealty.am/en/house-for-rent/Vahakni+District/Vahagni+district/Yerevan/43541,0,,0,,,for rent,house,bars.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
"Kotayk, Abovyan, Nurnus",Kotayk, Abovyan, Nurnus,800.0,8028,800,4,2,1,Other,3.0,Newly repaired,12.08.2017,17.11.2017,08.05.2022,40.3460212,44.601948,"Տ-6-47, Նուռնուս, Եղվարդի տարածաշրջան, Կոտայքի մարզ, 2412, Հայաստան","Heating,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Sunny,View,Bilateral,Roadside,Parking,Gate,Fence",https://myrealty.am/en/house-for-rent/Nurnus/Abovyan/Kotayk/43294,0,,0,,,for rent,house,bars.am,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1
"Yerevan, Arabkir, Northern Ray",Yerevan, Arabkir, Northern Ray,5000.0,8954,1077,6,4,5,Stone,3.2,Newly repaired,27.07.2017,04.05.2019,08.05.2022,40.201037,44.5166793,"14, Հյուսիսային ճառագայթ, Արաբկիր, Երևան, 0051, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Balcony,Storageroom,Tile,Gym,Swimmingpool,Sunny,Garage,Gate",https://myrealty.am/en/house-for-rent/Northern+Ray/Arabkir/Yerevan/42740,0,,0,,,for rent,house,bars.am,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
"Yerevan, Davtashen, Melqumov St",Yerevan, Davtashen, Melqumov St,2500.0,5225,1200,4,2,3,Other,2.8,Good,07.07.2017,23.12.2019,08.05.2022,40.2149191,44.471181,"23/5, Մելքումովի փողոց, Աջափնյակ, Երևան, 0097, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Irondoor,Openbalcony,Tile,Swimmingpool,Sunny,View,Closetothebusstation,Parking,Gate,Fence,Sauna",https://myrealty.am/en/house-for-rent/Melqumov+St/Davtashen/Yerevan/41808,0,,0,,,for rent,house,myrealty.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
"Yerevan, Vahagni district, Vahakni District",Yerevan, Vahagni district, Vahakni District,1100.0,6738,160,3,2,3,Stone,2.8,Newly repaired,30.06.2017,08.04.2021,08.05.2022,40.2149231,44.4516989,"Նեմրութի փողոց, Վահագնի թաղամաս, Աջափնյակ, Երևան, 0088, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Eurowindows,Openbalcony,Tile,Sunny,View,Roadside,Garage,Playground,Park",https://myrealty.am/en/house-for-rent/Vahakni+District/Vahagni+district/Yerevan/41497,0,,0,,,for rent,house,bars.am,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Achapnyak, G 1 dis.",Yerevan, Achapnyak, G 1 dis.,4900.0,6782,2000,5,2,3,Monolit,3.2,Newly repaired,29.06.2017,29.10.2019,08.05.2022,40.2199708,44.4359685,"103/3, Սիլիկյան թաղամաս 7-րդ փողոց, Սիլիկյան թաղամաս, Աջափնյակ, Երևան, 0029, Հայաստան","Heating,Internet,Hotwater,Air-conditioner,Gas","Furniture,Equipment,Openbalcony,Storageroom,Gym,Swimmingpool,Sunny,View,Closetothebusstation,Parking,Garage,Gate,Fence,Sauna",https://myrealty.am/en/new-build-house-for-rent/G+1+dis./Achapnyak/Yerevan/41448,0,,0,,,for rent,house,bars.am,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1
"Yerevan, Arabkir, Kalents St",Yerevan, Arabkir, Kalents St,700.0,6033,150,4,1,2,Stone,2.8,Newly repaired,14.06.2017,23.12.2019,08.05.2022,40.1980848,44.49042858,"17, Կալենցի փողոց, Արաբկիր, Երևան, 0033, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Closetothebusstation,Park",https://myrealty.am/en/house-for-rent/Kalents+St/Arabkir/Yerevan/45768,0,,0,,,for rent,house,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Nor Norq, Lvovyan St",Yerevan, Nor Norq, Lvovyan St,5000.0,6056,4000,5,3,3,Stone,3.2,Newly repaired,13.06.2017,23.12.2019,08.05.2022,40.1943397,44.4872434,"10, Կիևյան փողոց, Արաբկիր, Երևան, 0028, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Irondoor,Loggia,Openbalcony,Balcony,Storageroom,Basement,Parquet,Securitysystem,Gym,Sunny,View,Bilateral,Roadside,Parking,Garage,Park,Gate,Fence,Sauna",https://myrealty.am/en/house-for-rent/Lvovyan+St/Nor+Norq/Yerevan/40772,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1
"Yerevan, Arabkir, Komitas Ave",Yerevan, Arabkir, Komitas Ave,3200.0,3113,900,7,3,3,Stone,3.2,Newly repaired,07.06.2017,27.12.2020,08.05.2022,40.2057999,44.5062259,"38, Կոմիտասի պողոտա, Արաբկիր, Երևան, 0051, Հայաստան","Heating,Internet,Hotwater,Air-conditioner,Gas,water24/7","Furniture,Equipment,Eurowindows,Grating,Irondoor,Openbalcony,Tile,Parquet,Heatedfloor,Securitysystem,Swimmingpool,Sunny,View,Garage,Playground,Park,Gate,Fence,Sauna",https://myrealty.am/en/new-build-house-for-rent/Komitas+Ave/Arabkir/Yerevan/98089,0,,0,,,for rent,house,bars.am,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
"Yerevan, Nor Norq, Galshoyan St",Yerevan, Nor Norq, Galshoyan St,2500.0,5615,250,4,2,3,Stone,3.2,Newly repaired,31.05.2017,23.12.2019,08.05.2022,40.1821141,44.5711623,"14, Արտեմ Միկոյան փողոց, Նոր Նորքի 5 Զանգված, Նոր Նորք, Երևան, 0079, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Eurowindows,Openbalcony,Balcony,Tile,Laminateflooring,Sunny,View,Roadside,Closetothebusstation,Parking,Playground,Park",https://myrealty.am/en/house-for-rent/Galshoyan+St/Nor+Norq/Yerevan/40961,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1
"Yerevan, Norq Marash, Norq 13 St.",Yerevan, Norq Marash, Norq 13 St.,1700.0,5400,500,1,2,1,Other,3.2,Newly repaired,06.05.2017,17.12.2019,08.05.2022,40.1800708,44.5449988,"62, Նորքի 13-րդ փողոց, Նորք Մարաշ, Երևան, 0047, Հայաստան","Heating,Gas,Hotwater,Internet,Air-conditioner,Electricity,water24/7,Water","Furniture,Equipment,Eurowindows,Tile,Parquet,Sunny,View,Closetothebusstation,Roadside,Park,Playground",https://myrealty.am/en/house-for-rent/Norq+13+St./Norq+Marash/Yerevan/39291,0,,0,,,for rent,house,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1
"Yerevan, Arabkir, Mamikoniants St",Yerevan, Arabkir, Mamikoniants St,2000.0,5062,500,5,2,3,Stone,3.2,Newly repaired,06.05.2017,17.12.2019,08.05.2022,40.209317,44.5172587,"Արաբկիր, Երևան, 0051, Հայաստան","Heating,Gas,Hotwater,Internet,Air-conditioner,Electricity,water24/7,Water","Furniture,Equipment,Openbalcony,Balcony,Eurowindows,Tile,Parquet,Sunny,View,Closetothebusstation,Roadside,Park",https://myrealty.am/en/house-for-rent/Mamikoniants+St/Arabkir/Yerevan/39289,0,,0,,,for rent,house,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1
"Yerevan, Arabkir, H. Sahyan",Yerevan, Arabkir, H. Sahyan,3500.0,5484,700,6,2,3,Stone,3.2,Newly repaired,06.05.2017,17.12.2019,08.05.2022,40.2093592,44.4986925,"87, Համո Սահյան, Արաբկիր, Երևան, 0012, Հայաստան","Heating,Gas,Hotwater,Internet,Air-conditioner,Electricity,water24/7,Water","Furniture,Equipment,Balcony,Eurowindows,Tile,Parquet,Sunny,View,Roadside,Park,Playground",https://myrealty.am/en/house-for-rent/H.+Sahyan/Arabkir/Yerevan/39288,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1
"Yerevan, Arabkir, Sose St",Yerevan, Arabkir, Sose St,2000.0,4933,600,5,2,2,Stone,3.2,Newly repaired,05.05.2017,17.12.2019,08.05.2022,40.1950353,44.5040434,"28, Սոսեի փողոց, Արաբկիր, Երևան, 0019, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Storageroom,Tile,Parquet,Sunny,View,Roadside,Closetothebusstation,Garage,Playground,Park",https://myrealty.am/en/house-for-rent/Sose+St/Arabkir/Yerevan/39281,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1
"Yerevan, Norq Marash, Armenak Armenakyan St",Yerevan, Norq Marash, Armenak Armenakyan St,6000.0,6581,1700,7,4,5,Monolit,3.0,Newly repaired,26.04.2017,23.12.2019,08.05.2022,40.1906937,44.5324204,"2/5, Արմենակ Արմենակյան փողոց, Նորք Մարաշ, Երևան, 0047, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Swimmingpool,Sunny,Parking,Garage,Fence",https://myrealty.am/en/new-build-house-for-rent/Armenak+Armenakyan+St/Norq+Marash/Yerevan/38970,0,,0,,,for rent,house,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
"Yerevan, Center, Jrashat St",Yerevan, Center, Jrashat St,3800.0,7221,600,5,2,3,Stone,3.2,Newly repaired,21.03.2017,23.12.2019,08.05.2022,40.190882,44.517454,"4, Սարմենի փողոց, Կենտրոն, Երևան, 0009, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Grating,Loggia,Openbalcony,Balcony,Storageroom,Tile,Laminateflooring,Parquet,Heatedfloor,Securitysystem,Swimmingpool,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Garage,Playground,Park,Fence",https://myrealty.am/en/house-for-rent/Jrashat+St/Center/Yerevan/37274,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"Yerevan, Arabkir, Arabkir 23 St",Yerevan, Arabkir, Arabkir 23 St,4000.0,4403,900,7,5,5,Stone,3.2,Newly repaired,15.03.2017,21.05.2021,08.05.2022,40.2008934,44.5091579,"Ռիգա փողոց, Արաբկիր, Երևան, 0051, Հայաստան","Heating,Hotwater,Electricity,Gas,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Irondoor,Openbalcony,Balcony,Attic,Basement,Tile,Sunny,View,Bilateral,Closetothebusstation,Parking,Garage,Gate,Fence",https://myrealty.am/en/house-for-rent/Arabkir+23+St/Arabkir/Yerevan/36949,0,,0,,,for rent,house,bars.am,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"Yerevan, Erebuni, Davit Bek St",Yerevan, Erebuni, Davit Bek St,2800.0,5281,750,7,3,2,Other,2.8,Newly repaired,13.03.2017,17.12.2019,08.05.2022,40.1624678,44.5335446,"Էրեբունի, Երևան, 0017, Հայաստան","Heating,Gas,Hotwater,Internet,Air-conditioner,Centralheating,Electricity,water24/7,Water","Furniture,Equipment,Openbalcony,Tile,Parquet,Sunny,View,Closetothebusstation,Parking,Fireplace",https://myrealty.am/en/house-for-rent/Davit+Bek+St/Erebuni/Yerevan/36754,0,,0,,,for rent,house,myrealty.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1
"Yerevan, Vahagni district, Vahakni District",Yerevan, Vahagni district, Vahakni District,2000.0,4291,500,7,3,4,Stone,3.0,Newly repaired,10.03.2017,21.03.2019,08.05.2022,40.2149231,44.4516989,"Նեմրութի փողոց, Վահագնի թաղամաս, Աջափնյակ, Երևան, 0088, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Sunny,View",https://myrealty.am/en/house-for-rent/Vahakni+District/Vahagni+district/Yerevan/36653,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Yerevan, Davtashen, Dzor 1 district",Yerevan, Davtashen, Dzor 1 district,6000.0,6016,1200,5,2,3,Stone,3.2,Newly repaired,06.03.2017,17.12.2019,08.05.2022,40.2173759,44.4976424,"Եղվարդի խճուղի, Դավթաշեն, Երևան, 0054, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Roadside,Park",https://myrealty.am/en/house-for-rent/Dzor+1+district/Davtashen/Yerevan/36461,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"Yerevan, Norq Marash, Xanzadyan St",Yerevan, Norq Marash, Xanzadyan St,6000.0,5398,600,4,3,3,Stone,2.8,Good,06.03.2017,17.12.2019,08.05.2022,40.1904013,44.5417282,"142/2, Սերո Խանզադյան փողոց, Նորք Մարաշ, Երևան, 0011, Հայաստան","Air-conditioner,Internet,Gas,Heating","Equipment,Furniture",https://myrealty.am/en/house-for-rent/Xanzadyan+St/Norq+Marash/Yerevan/36446,0,,0,,,for rent,house,myrealty.am,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Achapnyak, Shiraz St",Yerevan, Achapnyak, Shiraz St,1200.0,4490,550,4,2,2,Stone,3.0,Newly repaired,25.02.2017,22.04.2021,08.05.2022,40.2025379,44.4618045,"8/12, Հովհաննես Շիրազի փողոց, Աջափնյակ, Երևան, 0057, Հայաստան","Heating,Hotwater,Electricity,Gas,water24/7","Furniture,Eurowindows,Irondoor,Tile,Swimmingpool,Sunny,View,Bilateral,Closetothebusstation,Fence",https://myrealty.am/en/house-for-rent/Shiraz+St/Achapnyak/Yerevan/36016,0,,0,,,for rent,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"Yerevan, Norq Marash, Norq 5 St",Yerevan, Norq Marash, Norq 5 St,2500.0,5896,600,6,3,3,Monolit,2.8,Newly repaired,22.02.2017,23.12.2019,08.05.2022,40.1847793,44.5442223,"Toto, 3, Նորքի 8-րդ փողոց, Նորք Մարաշ, Երևան, 0047, Հայաստան","Heating,Gas,Electricity,water24/7",Garage,https://myrealty.am/en/house-for-rent/Norq+5+St/Norq+Marash/Yerevan/35844,0,,0,,,for rent,house,myrealty.am,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Vahagni district, Narekaci st",Yerevan, Vahagni district, Narekaci st,1200.0,5699,600,4,2,2,Stone,3.0,Newly repaired,21.02.2017,27.12.2020,08.05.2022,40.2149231,44.4516989,"Նեմրութի փողոց, Վահագնի թաղամաս, Աջափնյակ, Երևան, 0088, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Balcony,Tile,Laminateflooring,Parquet,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Parking,Garage,Playground,Park",https://myrealty.am/en/house-for-rent/Narekaci+st/Vahagni+district/Yerevan/35763,0,,0,,,for rent,house,bars.am,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1
"Yerevan, Center, Sarmen St",Yerevan, Center, Sarmen St,1000.0,6973,170,3,3,2,Stone,3.2,Newly repaired,20.02.2017,29.06.2021,08.05.2022,40.1905042,44.5182499,"Ավտովարձույթ - luxcar.am, Սարմենի փողոց, Կենտրոն, Երևան, 0009, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Laminateflooring,Parquet,Sunny,View,Closetothebusstation,Garage,Gate,Fence",https://myrealty.am/en/house-for-rent/Sarmen+St/Center/Yerevan/35718,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"Yerevan, Center, Sarmen St",Yerevan, Center, Sarmen St,1000.0,2159,150,2,3,2,Stone,3.2,Newly repaired,20.02.2017,22.04.2021,08.05.2022,40.1904862,44.5169825,"1, Sarmen street, Կենտրոն, Երևան, 0009, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Attic,Tile,Sunny,View,Closetothebusstation,Garage",https://myrealty.am/en/house-for-rent/Sarmen+St/Center/Yerevan/35712,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
